id,name,category,price,popularity,margin,in_stock,valid_from,valid_to
SKU_00083,Jonathan Mercer,accessories,47,0.3655455421672229,0.3298760180223622,True,2022-03-01 00:00:00,
SKU_00084,Jeremy Stevenson,gaming,270,0.14924905795810123,0.3493795970353483,True,2022-03-01 00:00:00,
SKU_00085,Erika Anderson,laptops,28,0.9690136631738384,0.3393751797348556,True,2022-03-01 00:00:00,
SKU_00086,Timothy Griffin,gaming,13,0.13048280087967065,0.30822472468840123,True,2022-03-01 00:00:00,
SKU_00087,Amy Smith,gaming,49,0.6397349621151467,0.29421662410869565,True,2022-03-01 00:00:00,
SKU_00088,Joanna Chung,accessories,232,0.629065849602602,0.21489510415270346,True,2022-03-01 00:00:00,
SKU_00089,Tracy Golden,gaming,73,0.9772028575417013,0.2301184461231644,True,2022-03-01 00:00:00,
SKU_00090,Elizabeth Pope,gaming,265,0.5224573750706887,0.34310981770090804,True,2022-03-01 00:00:00,
SKU_00091,Brandon Miranda,accessories,75,0.9802064404381324,0.28662301245856187,True,2022-03-01 00:00:00,
SKU_00092,Alexandra Miller,smartphones,261,0.4020024088527928,0.29820276870624135,True,2022-03-01 00:00:00,
SKU_00093,Robert Mccall,audio,30,0.6181344393423746,0.1314288873935934,True,2022-03-01 00:00:00,
SKU_00094,Alexis Simmons,gaming,76,0.8053395549150069,0.1445911532982283,True,2022-03-01 00:00:00,
SKU_00095,Anne Davis,accessories,85,0.12103951016929476,0.12954121926467294,True,2022-03-01 00:00:00,
SKU_00096,Carrie Miller,smartphones,23,0.19494889451694786,0.28254417000279697,True,2022-03-01 00:00:00,
SKU_00097,Jason Watson,laptops,186,0.2346198760807313,0.29525369010144803,True,2022-03-01 00:00:00,
SKU_00098,Thomas Kaufman,accessories,172,0.7864762920569713,0.14798090514610465,True,2022-03-01 00:00:00,
SKU_00099,James Arias,gaming,74,0.9429268321342068,0.20373906527060023,True,2022-03-01 00:00:00,
SKU_00100,Steven Reyes,gaming,37,0.18480190200177277,0.20153685799002952,True,2022-03-01 00:00:00,
SKU_00101,Kristen Moran,laptops,81,0.42428395142897235,0.3022891733616399,True,2022-03-01 00:00:00,
SKU_00102,Jerry Ortega,gaming,18,0.8932687671349806,0.17521312505763068,True,2022-03-01 00:00:00,
SKU_00103,Holly Lewis,audio,32,0.6670291595715795,0.17662837923808422,True,2022-03-01 00:00:00,
SKU_00104,Michelle Ford,gaming,64,0.3813221737599636,0.09025575094978829,True,2022-03-01 00:00:00,
SKU_00105,Joyce Smith,gaming,24,0.2652759245026276,0.09451840965775953,True,2022-03-01 00:00:00,
SKU_00106,Susan Jackson,laptops,200,0.8108059410581918,0.12296686591018835,True,2022-03-01 00:00:00,
SKU_00107,Alyssa Franklin,smartphones,63,0.8528271096945022,0.2817389690014705,True,2022-03-01 00:00:00,
SKU_00108,Chris Mullen,accessories,18,0.6386975313653626,0.10122468589605467,True,2022-03-01 00:00:00,
SKU_00109,Justin Beck,laptops,123,0.26777128490968455,0.11256814266213107,True,2022-03-01 00:00:00,
SKU_00110,Ellen Hurst,smartphones,240,0.6849379720085622,0.2643970129753217,True,2022-03-01 00:00:00,
SKU_00111,Lori Walters,smartphones,12,0.36436623758682307,0.10477337223137037,True,2022-03-01 00:00:00,
SKU_00112,John Romero PhD,audio,53,0.15980893667971074,0.1611914752724914,True,2022-03-01 00:00:00,
SKU_00113,Nicole Jacobs,accessories,199,0.16795808133682744,0.15884276253932889,True,2022-03-01 00:00:00,
SKU_00114,Jonathan Christensen,audio,115,0.45369797449913785,0.20606108420057828,True,2022-03-01 00:00:00,
SKU_00115,Colin Haley,tablets,108,0.8779062514589454,0.13021318229116574,True,2022-03-01 00:00:00,
SKU_00116,Alicia Velasquez,accessories,276,0.21425326584608834,0.19560396080565676,True,2022-03-01 00:00:00,
SKU_00117,Karen Thomas,smartphones,50,0.802973896009815,0.19369787782716472,True,2022-03-01 00:00:00,
SKU_00118,Steven Smith,smartphones,41,0.4121207366907499,0.20897442244123554,True,2022-03-01 00:00:00,
SKU_00119,Phillip Schroeder,smartphones,360,0.4928103593503622,0.30041678452170206,True,2022-03-01 00:00:00,
SKU_00120,David Juarez,accessories,37,0.724692941250267,0.16299222354598858,True,2022-03-01 00:00:00,
SKU_00121,Benjamin Rogers,gaming,82,0.2857277540914427,0.2187952412458748,True,2022-03-01 00:00:00,
SKU_00122,Matthew Fields,audio,16,0.6689046515585158,0.20469735838724865,True,2022-03-01 00:00:00,
SKU_00123,Kristin Curry,smartphones,13,0.8826160858077553,0.10792706956586023,True,2022-03-01 00:00:00,
SKU_00124,Tracy Young,laptops,228,0.27012033616134845,0.3437965684941131,True,2022-03-01 00:00:00,
SKU_00125,Tonya Powers,gaming,48,0.6658041655612108,0.2952871293869248,True,2022-03-01 00:00:00,
SKU_00126,Anthony Kelley,laptops,372,0.8565618931489092,0.24178706889923313,True,2022-03-01 00:00:00,
SKU_00127,Abigail Tyler,gaming,48,0.428144431543822,0.25290426850874953,True,2022-03-01 00:00:00,
SKU_00128,Tiffany Chambers,tablets,137,0.8765412234413182,0.2945645765504833,True,2022-03-01 00:00:00,
SKU_00129,Matthew Daniels,gaming,266,0.8361877386466179,0.2726428376282355,True,2022-03-01 00:00:00,
SKU_00130,Charles Blake,accessories,206,0.9107547516087349,0.34040622380582436,True,2022-03-01 00:00:00,
SKU_00131,Timothy Martin,tablets,87,0.24798030475088795,0.338877857801266,True,2022-03-01 00:00:00,
SKU_00132,Melissa Smith,gaming,84,0.7711455872442585,0.10129297227537042,True,2022-03-01 00:00:00,
SKU_00133,Robert Medina,gaming,91,0.22334397241635445,0.23731942249285048,True,2022-03-01 00:00:00,
SKU_00134,Laura Fields,laptops,21,0.19962947440098971,0.31427683221577135,True,2022-03-01 00:00:00,
SKU_00135,Melissa Fernandez,gaming,93,0.3440198008602704,0.19615523024709053,True,2022-03-01 00:00:00,
SKU_00136,Richard Smith,smartphones,236,0.26782727695516806,0.23171635875271213,True,2022-03-01 00:00:00,
SKU_00137,Jennifer Jackson,gaming,62,0.2162597989542378,0.3454899577356806,True,2022-03-01 00:00:00,
SKU_00138,Tiffany Lee,audio,42,0.7411828131796143,0.3457874782052095,True,2022-03-01 00:00:00,
SKU_00139,Steven Graham,accessories,150,0.8083990807367911,0.3412216183008903,True,2022-03-01 00:00:00,
SKU_00140,Linda Page,accessories,341,0.33550817719840337,0.16790322889852888,True,2022-03-01 00:00:00,
SKU_00141,James Garcia,accessories,122,0.7489566183062295,0.3299374807551063,True,2022-03-01 00:00:00,
SKU_00142,Carolyn Gray,laptops,20,0.12297985712972746,0.23717252165817282,True,2022-03-01 00:00:00,
SKU_00143,Jerry Williams,gaming,76,0.5162324488430812,0.34181253101656767,True,2022-03-01 00:00:00,
SKU_00144,Cheryl Stout,accessories,15,0.5169398094619774,0.2571493595380416,True,2022-03-01 00:00:00,
SKU_00145,Michael Vega,tablets,24,0.3865396638244202,0.15670000808474976,True,2022-03-01 00:00:00,
SKU_00146,Juan Morales,laptops,258,0.931880778520112,0.10666511818987083,True,2022-03-01 00:00:00,
SKU_00147,Jose Scott,gaming,153,0.1929869168573713,0.24402731114319476,True,2022-03-01 00:00:00,
SKU_00148,Betty Montoya,accessories,6,0.802282593130867,0.2801474846808176,True,2022-03-01 00:00:00,
SKU_00149,Sean Washington PhD,gaming,65,0.5706838343948111,0.2577070489766261,True,2022-03-01 00:00:00,
SKU_00150,Heidi Hernandez,laptops,19,0.10056556473632441,0.327383190489695,True,2022-03-01 00:00:00,
SKU_00151,Jose Cook,accessories,110,0.688259568058657,0.3042985550425595,True,2022-03-01 00:00:00,
SKU_00152,Miss Ashley Kelley,accessories,193,0.43804287212763304,0.32097683395922166,True,2022-03-01 00:00:00,
SKU_00153,John Hernandez,audio,124,0.728818964464564,0.16791811682400365,True,2022-03-01 00:00:00,
SKU_00154,Heather Hardin,laptops,694,0.8927335134831624,0.1478495994803662,True,2022-03-01 00:00:00,
SKU_00155,Dr. Jody Williams,accessories,100,0.6639881822340984,0.27500675068256347,True,2022-03-01 00:00:00,
SKU_00156,Daniel Singh,smartphones,32,0.7345040118635038,0.2967359141024464,True,2022-03-01 00:00:00,
SKU_00157,Cesar Vazquez,accessories,246,0.6767344690555295,0.17545917654571735,True,2022-03-01 00:00:00,
SKU_00158,Amy Brown,accessories,67,0.7868909743494665,0.09703944893251774,True,2022-03-01 00:00:00,
SKU_00159,Matthew King,smartphones,12,0.5845380051245388,0.16714965755861855,True,2022-03-01 00:00:00,
SKU_00160,Jessica Parks,audio,34,0.8808331647198144,0.31944071961781495,True,2022-03-01 00:00:00,
SKU_00161,Brian Foster,smartphones,128,0.34264550649732306,0.12405329938535939,True,2022-03-01 00:00:00,
SKU_00162,Andrew Stevens,smartphones,680,0.663519384576671,0.19130470368647873,True,2022-03-01 00:00:00,
SKU_00163,Melissa Campbell,laptops,100,0.3370164965863973,0.19952154612402964,True,2022-03-01 00:00:00,
SKU_00164,Rachel Marshall,tablets,60,0.2861997932210312,0.32586330930725016,True,2022-03-01 00:00:00,
SKU_00165,Cynthia Robinson,audio,178,0.9964368796939053,0.25796445554137376,True,2022-03-01 00:00:00,
SKU_00166,Tina Gonzales,accessories,182,0.962586018538363,0.1984716095246609,True,2022-03-01 00:00:00,
SKU_00167,Maria Nguyen,gaming,336,0.16125097167389985,0.3040278039547894,True,2022-03-01 00:00:00,
SKU_00168,Emily Jones,accessories,28,0.4553701666231228,0.1820328301537757,True,2022-03-01 00:00:00,
SKU_00169,Dr. Gerald Wilson,gaming,16,0.25891389411436677,0.1833381389478625,True,2022-03-01 00:00:00,
SKU_00170,Heather Nicholson,accessories,73,0.250158025704155,0.18068834334870665,True,2022-03-01 00:00:00,
SKU_00171,Abigail Brown,laptops,442,0.6313404219740366,0.18202366893468633,True,2022-03-01 00:00:00,
SKU_00172,Crystal Hopkins,accessories,148,0.24349306244415347,0.3139682961781865,True,2022-03-01 00:00:00,
SKU_00173,Michael Curtis,accessories,119,0.22726989978365383,0.15817691313382978,True,2022-03-01 00:00:00,
SKU_00174,Nathan Strickland,audio,50,0.7994569929892108,0.2577768138099167,True,2022-03-01 00:00:00,
SKU_00175,Brian Wheeler,laptops,120,0.33909433442882175,0.31737316463527326,True,2022-03-01 00:00:00,
SKU_00176,Julie Bell,gaming,240,0.14085717720567792,0.25375267904447973,True,2022-03-01 00:00:00,
SKU_00177,Terry Glass,accessories,564,0.5559185209337358,0.13432421140279843,True,2022-03-01 00:00:00,
SKU_00178,Michelle Hart,gaming,46,0.6413437107637292,0.12417917688607708,True,2022-03-01 00:00:00,
SKU_00179,Lisa Stevens,smartphones,46,0.6059077268357062,0.3075809530746788,True,2022-03-01 00:00:00,
SKU_00180,Donald Jones,gaming,178,0.4023221243171379,0.12070887981332386,True,2022-03-01 00:00:00,
SKU_00181,Dominique Strickland,laptops,523,0.3852447396272113,0.09233573522133319,True,2022-03-01 00:00:00,
SKU_00182,Rebekah Morgan,gaming,72,0.3960004140549853,0.20233380543048604,True,2022-03-01 00:00:00,
SKU_00183,Shane Lewis,accessories,19,0.8980343976548751,0.13572057176049984,True,2022-03-01 00:00:00,
SKU_00184,Brittney Combs,accessories,137,0.5007649250151939,0.12108556000479351,True,2022-03-01 00:00:00,
SKU_00185,Marissa Ross,laptops,222,0.8649168280798768,0.12949914989997768,True,2022-03-01 00:00:00,
SKU_00186,Taylor Schaefer,tablets,169,0.8142808476973581,0.18627889973479136,True,2022-03-01 00:00:00,
SKU_00187,Samantha White,smartphones,181,0.1062503876454679,0.08528347330115864,True,2022-03-01 00:00:00,
SKU_00188,Samantha Stevenson,smartphones,156,0.7894958516379719,0.14482553941701046,True,2022-03-01 00:00:00,
SKU_00189,Brian Mccall,smartphones,165,0.7979766643481413,0.12871433093640466,True,2022-03-01 00:00:00,
SKU_00190,Phillip White,smartphones,188,0.35418949460812454,0.10878517533357314,True,2022-03-01 00:00:00,
SKU_00191,Christopher Smith Jr.,laptops,50,0.2225538310767023,0.2205594469059059,True,2022-03-01 00:00:00,
SKU_00192,Richard Brennan,accessories,31,0.35608873169838673,0.25930807767632263,True,2022-03-01 00:00:00,
SKU_00193,Justin Burnett,tablets,75,0.685411617017074,0.349362712063638,True,2022-03-01 00:00:00,
SKU_00194,Shannon Harvey,gaming,96,0.4164265181923039,0.12855403622782724,True,2022-03-01 00:00:00,
SKU_00195,Jack Holland,smartphones,140,0.4204240418437871,0.09347743143478304,True,2022-03-01 00:00:00,
SKU_00196,Heather Holland DDS,gaming,115,0.3865063745699375,0.29604584571704673,True,2022-03-01 00:00:00,
SKU_00197,Gerald Vaughn,audio,9,0.1847373184205745,0.11852233869259285,True,2022-03-01 00:00:00,
SKU_00198,Jessica Roberts,smartphones,11,0.579211017543749,0.1457727036004629,True,2022-03-01 00:00:00,
SKU_00199,Paul Gardner,accessories,12,0.4534351218816892,0.3332941361736093,True,2022-03-01 00:00:00,
SKU_00200,Tamara Bonilla,gaming,65,0.7245520039112984,0.09015599027081497,True,2022-03-01 00:00:00,
SKU_00201,Vincent Cox,tablets,19,0.4059205545141842,0.2242326287674375,True,2022-03-01 00:00:00,
SKU_00202,David Garcia,accessories,85,0.6284997693206807,0.09003313491736994,True,2022-03-01 00:00:00,
SKU_00203,Ashley Richard,accessories,135,0.18177840747446306,0.1738233794834951,True,2022-03-01 00:00:00,
