timestamp,price,quantity,discount_pct,payment_method,action_type,action_id,customer_id,product_id,action_sequence,session_id,funnel_stage
2022-03-06 15:09:31,,,,,visit,171,CUST_000033,,414,inst_00032,browsing
2022-03-06 09:25:50,,,,,visit,172,CUST_000034,,415,inst_00033,browsing
2022-03-06 09:10:22,,,,,visit,173,CUST_000035,,416,inst_00034,browsing
2022-03-06 20:43:06,,,,,visit,174,CUST_000036,,417,inst_00035,browsing
2022-03-06 19:54:52,,,,,visit,175,CUST_000037,,418,inst_00036,browsing
2022-03-07 19:49:35,,,,,visit,205,CUST_000038,,462,inst_00037,browsing
2022-03-07 20:26:21,,,,,visit,206,CUST_000039,,463,inst_00038,browsing
2022-03-07 15:07:54,,,,,visit,207,CUST_000040,,464,inst_00039,browsing
2022-03-07 18:42:52,,,,,visit,208,CUST_000041,,465,inst_00040,browsing
2022-03-07 09:54:23,,,,,visit,209,CUST_000042,,466,inst_00041,browsing
2022-03-07 18:15:53,,,,,visit,210,CUST_000043,,467,inst_00042,browsing
2022-03-07 22:06:33,,,,,visit,211,CUST_000044,,468,inst_00043,browsing
2022-03-07 10:56:14,,,,,visit,212,CUST_000045,,469,inst_00044,browsing
2022-03-07 10:04:00,,,,,visit,213,CUST_000046,,470,inst_00045,browsing
2022-03-07 19:06:22,,,,,visit,214,CUST_000047,,471,inst_00046,browsing
2022-03-07 09:07:23,,,,,visit,215,CUST_000048,,472,inst_00047,browsing
2022-03-07 20:06:25,,,,,visit,216,CUST_000049,,473,inst_00048,browsing
2022-03-07 11:24:22,,,,,visit,217,CUST_000050,,474,inst_00049,browsing
2022-03-07 20:12:40,,,,,visit,218,CUST_000051,,475,inst_00050,browsing
2022-03-08 17:04:54,,,,,visit,295,CUST_000052,,558,inst_00051,browsing
2022-03-08 18:25:11,,,,,visit,296,CUST_000053,,559,inst_00052,browsing
2022-03-08 12:55:11,,,,,visit,297,CUST_000054,,560,inst_00053,browsing
2022-03-08 13:23:34,,,,,visit,298,CUST_000055,,561,inst_00054,browsing
2022-03-08 09:38:15,,,,,visit,299,CUST_000056,,562,inst_00055,browsing
2022-03-09 21:09:01,,,,,visit,338,CUST_000057,,605,inst_00056,browsing
2022-03-09 20:01:33,,,,,visit,339,CUST_000058,,606,inst_00057,browsing
2022-03-09 19:41:25,,,,,visit,340,CUST_000059,,607,inst_00058,browsing
2022-03-10 15:07:17,,,,,visit,347,CUST_000060,,620,inst_00059,browsing
2022-03-10 10:14:11,,,,,visit,348,CUST_000061,,621,inst_00060,browsing
2022-03-10 07:41:14,,,,,visit,349,CUST_000062,,622,inst_00061,browsing
2022-03-10 16:30:48,,,,,visit,350,CUST_000063,,623,inst_00062,browsing
2022-03-10 19:30:27,,,,,visit,351,CUST_000064,,624,inst_00063,browsing
2022-03-10 11:52:59,,,,,visit,352,CUST_000065,,625,inst_00064,browsing
2022-03-11 11:39:51,,,,,visit,367,CUST_000066,,643,inst_00065,browsing
2022-03-11 17:43:11,,,,,visit,368,CUST_000067,,644,inst_00066,browsing
2022-03-11 17:16:19,,,,,visit,369,CUST_000068,,645,inst_00067,browsing
2022-03-12 08:18:45,,,,,visit,383,CUST_000069,,664,inst_00068,browsing
2022-03-12 13:41:31,,,,,visit,384,CUST_000070,,665,inst_00069,browsing
2022-03-12 11:34:33,,,,,visit,385,CUST_000071,,666,inst_00070,browsing
2022-03-12 17:31:03,,,,,visit,386,CUST_000072,,667,inst_00071,browsing
2022-03-12 12:03:01,,,,,visit,387,CUST_000073,,668,inst_00072,browsing
2022-03-13 17:58:59,,,,,visit,415,CUST_000074,,703,inst_00073,browsing
2022-03-13 14:36:10,,,,,visit,416,CUST_000075,,704,inst_00074,browsing
2022-03-13 18:18:02,,,,,visit,417,CUST_000076,,705,inst_00075,browsing
2022-03-13 16:00:38,,,,,visit,418,CUST_000077,,706,inst_00076,browsing
2022-03-13 12:30:18,,,,,visit,419,CUST_000078,,707,inst_00077,browsing
2022-03-13 17:36:44,,,,,visit,420,CUST_000079,,708,inst_00078,browsing
2022-03-14 20:57:37,,,,,visit,443,CUST_000080,,735,inst_00079,browsing
2022-03-14 06:42:10,,,,,visit,444,CUST_000081,,736,inst_00080,browsing
2022-03-14 10:26:20,,,,,visit,445,CUST_000082,,737,inst_00081,browsing
2022-03-14 11:35:35,,,,,visit,446,CUST_000083,,738,inst_00082,browsing
2022-03-15 06:55:47,,,,,visit,468,CUST_000084,,765,inst_00083,browsing
2022-03-15 17:35:26,,,,,visit,469,CUST_000085,,766,inst_00084,browsing
2022-03-15 12:36:14,,,,,visit,470,CUST_000086,,767,inst_00085,browsing
2022-03-15 18:30:27,,,,,visit,471,CUST_000087,,768,inst_00086,browsing
2022-03-15 21:51:34,,,,,visit,472,CUST_000088,,769,inst_00087,browsing
2022-03-16 10:41:18,,,,,visit,490,CUST_000089,,792,inst_00088,browsing
2022-03-16 18:04:14,,,,,visit,491,CUST_000090,,793,inst_00089,browsing
2022-03-16 13:13:09,,,,,visit,492,CUST_000091,,794,inst_00090,browsing
2022-03-16 07:27:11,,,,,visit,493,CUST_000092,,795,inst_00091,browsing
2022-03-16 14:24:21,,,,,visit,494,CUST_000093,,796,inst_00092,browsing
2022-03-17 06:39:20,,,,,visit,521,CUST_000094,,827,inst_00093,browsing
2022-03-17 06:24:50,,,,,visit,522,CUST_000095,,828,inst_00094,browsing
2022-03-17 18:49:28,,,,,visit,523,CUST_000096,,829,inst_00095,browsing
2022-03-17 06:29:24,,,,,visit,524,CUST_000097,,830,inst_00096,browsing
2022-03-17 13:58:42,,,,,visit,525,CUST_000044,,831,inst_00097,browsing
2022-03-18 12:56:24,,,,,visit,542,CUST_000098,,854,inst_00098,browsing
2022-03-18 13:53:10,,,,,visit,543,CUST_000099,,855,inst_00099,browsing
2022-03-18 17:28:18,,,,,visit,544,CUST_000100,,856,inst_00100,browsing
2022-03-18 17:18:09,,,,,visit,545,CUST_000101,,857,inst_00101,browsing
2022-03-18 18:33:46,,,,,visit,546,CUST_000102,,858,inst_00102,browsing
2022-03-18 18:32:40,,,,,visit,547,CUST_000103,,859,inst_00103,browsing
2022-03-18 18:16:58,,,,,visit,548,CUST_000044,,860,inst_00104,browsing
2022-03-19 21:39:21,,,,,visit,600,CUST_000104,,922,inst_00105,browsing
2022-03-19 06:42:39,,,,,visit,601,CUST_000105,,923,inst_00106,browsing
2022-03-19 18:30:11,,,,,visit,602,CUST_000106,,924,inst_00107,browsing
2022-03-19 16:21:13,,,,,visit,603,CUST_000107,,925,inst_00108,browsing
2022-03-19 20:49:22,,,,,visit,604,CUST_000108,,926,inst_00109,browsing
2022-03-19 14:57:00,,,,,visit,605,CUST_000109,,927,inst_00110,browsing
2022-03-19 20:05:45,,,,,visit,606,CUST_000110,,928,inst_00111,browsing
2022-03-19 19:51:41,,,,,visit,607,CUST_000111,,929,inst_00112,browsing
2022-03-19 19:06:20,,,,,visit,608,CUST_000112,,930,inst_00113,browsing
2022-03-19 18:19:32,,,,,visit,609,CUST_000009,,931,inst_00114,browsing
2022-03-20 09:02:22,,,,,visit,645,CUST_000113,,974,inst_00115,browsing
2022-03-20 22:35:52,,,,,visit,646,CUST_000114,,975,inst_00116,browsing
2022-03-20 13:15:01,,,,,visit,647,CUST_000115,,976,inst_00117,browsing
2022-03-20 20:31:22,,,,,visit,648,CUST_000116,,977,inst_00118,browsing
2022-03-20 08:47:13,,,,,visit,649,CUST_000117,,978,inst_00119,browsing
2022-03-20 06:45:17,,,,,visit,650,CUST_000118,,979,inst_00120,browsing
2022-03-20 19:24:11,,,,,visit,651,CUST_000119,,980,inst_00121,browsing
2022-03-21 13:04:30,,,,,visit,672,CUST_000120,,1006,inst_00122,browsing
2022-03-21 22:03:25,,,,,visit,673,CUST_000121,,1007,inst_00123,browsing
2022-03-21 19:30:43,,,,,visit,674,CUST_000122,,1008,inst_00124,browsing
2022-03-21 17:33:59,,,,,visit,675,CUST_000123,,1009,inst_00125,browsing
2022-03-21 10:20:26,,,,,visit,676,CUST_000124,,1010,inst_00126,browsing
2022-03-21 13:04:58,,,,,visit,677,CUST_000044,,1011,inst_00127,browsing
2022-03-21 21:08:34,,,,,visit,678,CUST_000053,,1012,inst_00128,browsing
2022-03-22 09:57:31,,,,,visit,717,CUST_000125,,1059,inst_00129,browsing
2022-03-22 11:56:44,,,,,visit,718,CUST_000126,,1060,inst_00130,browsing
2022-03-22 17:02:47,,,,,visit,719,CUST_000127,,1061,inst_00131,browsing
2022-03-22 12:59:02,,,,,visit,720,CUST_000128,,1062,inst_00132,browsing
2022-03-22 18:08:04,,,,,visit,721,CUST_000129,,1063,inst_00133,browsing
2022-03-22 08:49:30,,,,,visit,722,CUST_000053,,1064,inst_00134,browsing
2022-03-22 19:04:45,,,,,visit,723,CUST_000072,,1065,inst_00135,browsing
2022-03-23 17:50:53,,,,,visit,773,CUST_000130,,1122,inst_00136,browsing
2022-03-23 21:54:48,,,,,visit,774,CUST_000131,,1123,inst_00137,browsing
2022-03-23 09:51:50,,,,,visit,775,CUST_000132,,1124,inst_00138,browsing
2022-03-23 20:36:56,,,,,visit,776,CUST_000133,,1125,inst_00139,browsing
2022-03-23 18:49:40,,,,,visit,777,CUST_000134,,1126,inst_00140,browsing
2022-03-23 17:40:49,,,,,visit,778,CUST_000135,,1127,inst_00141,browsing
2022-03-23 18:47:29,,,,,visit,779,CUST_000136,,1128,inst_00142,browsing
2022-03-23 18:28:38,,,,,visit,780,CUST_000009,,1129,inst_00143,browsing
2022-03-24 14:45:18,,,,,visit,810,CUST_000137,,1171,inst_00144,browsing
2022-03-24 06:41:47,,,,,visit,811,CUST_000138,,1172,inst_00145,browsing
2022-03-24 13:59:11,,,,,visit,812,CUST_000139,,1173,inst_00146,browsing
2022-03-24 15:56:24,,,,,visit,813,CUST_000140,,1174,inst_00147,browsing
2022-03-24 11:33:54,,,,,visit,814,CUST_000141,,1175,inst_00148,browsing
2022-03-24 06:47:32,,,,,visit,815,CUST_000142,,1176,inst_00149,browsing
2022-03-24 13:00:16,,,,,visit,816,CUST_000143,,1177,inst_00150,browsing
2022-03-24 16:38:30,,,,,visit,817,CUST_000144,,1178,inst_00151,browsing
2022-03-24 13:53:54,,,,,visit,818,CUST_000145,,1179,inst_00152,browsing
2022-03-24 12:19:04,,,,,visit,819,CUST_000146,,1180,inst_00153,browsing
2022-03-24 18:58:37,,,,,visit,820,CUST_000147,,1181,inst_00154,browsing
2022-03-24 22:33:27,,,,,visit,821,CUST_000009,,1182,inst_00155,browsing
2022-03-24 10:53:49,,,,,visit,822,CUST_000044,,1183,inst_00156,browsing
2022-03-25 16:02:32,,,,,visit,894,CUST_000148,,1267,inst_00157,browsing
2022-03-25 06:51:36,,,,,visit,895,CUST_000149,,1268,inst_00158,browsing
2022-03-25 22:16:20,,,,,visit,896,CUST_000150,,1269,inst_00159,browsing
2022-03-25 18:49:23,,,,,visit,897,CUST_000151,,1270,inst_00160,browsing
2022-03-25 18:55:31,,,,,visit,898,CUST_000152,,1271,inst_00161,browsing
2022-03-25 10:00:44,,,,,visit,899,CUST_000153,,1272,inst_00162,browsing
2022-03-25 17:40:43,,,,,visit,900,CUST_000154,,1273,inst_00163,browsing
2022-03-25 16:19:40,,,,,visit,901,CUST_000155,,1274,inst_00164,browsing
2022-03-25 17:16:19,,,,,visit,902,CUST_000156,,1275,inst_00165,browsing
2022-03-25 19:53:25,,,,,visit,903,CUST_000009,,1276,inst_00166,browsing
2022-03-25 16:01:57,,,,,visit,904,CUST_000053,,1277,inst_00167,browsing
2022-03-25 17:15:39,,,,,visit,905,CUST_000072,,1278,inst_00168,browsing
2022-03-26 09:42:33,,,,,visit,967,CUST_000157,,1351,inst_00169,browsing
2022-03-26 21:30:44,,,,,visit,968,CUST_000158,,1352,inst_00170,browsing
2022-03-26 10:26:22,,,,,visit,969,CUST_000159,,1353,inst_00171,browsing
2022-03-26 17:11:43,,,,,visit,970,CUST_000160,,1354,inst_00172,browsing
2022-03-26 09:44:57,,,,,visit,971,CUST_000161,,1355,inst_00173,browsing
2022-03-26 19:08:03,,,,,visit,972,CUST_000162,,1356,inst_00174,browsing
2022-03-26 18:40:48,,,,,visit,973,CUST_000163,,1357,inst_00175,browsing
2022-03-26 19:25:52,,,,,visit,974,CUST_000164,,1358,inst_00176,browsing
2022-03-26 20:36:51,,,,,visit,975,CUST_000165,,1359,inst_00177,browsing
2022-03-26 15:54:16,,,,,visit,976,CUST_000044,,1360,inst_00178,browsing
2022-03-27 07:22:54,,,,,visit,1018,CUST_000166,,1413,inst_00179,browsing
2022-03-27 11:41:15,,,,,visit,1019,CUST_000167,,1414,inst_00180,browsing
2022-03-27 15:23:23,,,,,visit,1020,CUST_000168,,1415,inst_00181,browsing
2022-03-27 16:37:55,,,,,visit,1021,CUST_000169,,1416,inst_00182,browsing
2022-03-27 22:51:48,,,,,visit,1022,CUST_000170,,1417,inst_00183,browsing
2022-03-27 15:58:35,,,,,visit,1023,CUST_000171,,1418,inst_00184,browsing
2022-03-27 19:59:47,,,,,visit,1024,CUST_000172,,1419,inst_00185,browsing
2022-03-27 17:49:02,,,,,visit,1025,CUST_000173,,1420,inst_00186,browsing
2022-03-27 15:27:39,,,,,visit,1026,CUST_000174,,1421,inst_00187,browsing
2022-03-27 17:36:30,,,,,visit,1027,CUST_000175,,1422,inst_00188,browsing
2022-03-27 12:50:26,,,,,visit,1028,CUST_000044,,1423,inst_00189,browsing
2022-03-28 13:06:49,,,,,visit,1090,CUST_000176,,1494,inst_00190,browsing
2022-03-28 15:46:42,,,,,visit,1091,CUST_000177,,1495,inst_00191,browsing
2022-03-28 15:46:25,,,,,visit,1092,CUST_000178,,1496,inst_00192,browsing
2022-03-28 15:32:33,,,,,visit,1093,CUST_000179,,1497,inst_00193,browsing
2022-03-28 18:00:00,,,,,visit,1094,CUST_000180,,1498,inst_00194,browsing
2022-03-28 17:58:09,,,,,visit,1095,CUST_000181,,1499,inst_00195,browsing
2022-03-28 11:49:59,,,,,visit,1096,CUST_000182,,1500,inst_00196,browsing
2022-03-28 18:38:32,,,,,visit,1097,CUST_000183,,1501,inst_00197,browsing
2022-03-28 17:40:21,,,,,visit,1098,CUST_000184,,1502,inst_00198,browsing
2022-03-28 09:05:29,,,,,visit,1099,CUST_000044,,1503,inst_00199,browsing
2022-03-29 20:04:58,,,,,visit,1144,CUST_000185,,1555,inst_00200,browsing
2022-03-29 22:12:31,,,,,visit,1145,CUST_000186,,1556,inst_00201,browsing
2022-03-29 17:02:47,,,,,visit,1146,CUST_000187,,1557,inst_00202,browsing
2022-03-29 14:20:28,,,,,visit,1147,CUST_000188,,1558,inst_00203,browsing
2022-03-29 13:29:59,,,,,visit,1148,CUST_000189,,1559,inst_00204,browsing
2022-03-29 10:49:23,,,,,visit,1149,CUST_000190,,1560,inst_00205,browsing
2022-03-29 14:40:14,,,,,visit,1150,CUST_000191,,1561,inst_00206,browsing
2022-03-29 20:31:11,,,,,visit,1151,CUST_000044,,1562,inst_00207,browsing
2022-03-30 10:43:44,,,,,visit,1174,CUST_000192,,1588,inst_00208,browsing
2022-03-30 06:39:21,,,,,visit,1175,CUST_000193,,1589,inst_00209,browsing
2022-03-30 10:35:25,,,,,visit,1176,CUST_000194,,1590,inst_00210,browsing
2022-03-30 09:35:47,,,,,visit,1177,CUST_000009,,1591,inst_00211,browsing
2022-03-31 18:34:46,,,,,visit,1200,CUST_000195,,1619,inst_00212,browsing
2022-03-31 19:10:19,,,,,visit,1201,CUST_000196,,1620,inst_00213,browsing
2022-03-31 17:33:36,,,,,visit,1202,CUST_000197,,1621,inst_00214,browsing
2022-03-31 09:03:54,,,,,visit,1203,CUST_000198,,1622,inst_00215,browsing
2022-04-01 06:27:48,,,,,visit,1216,CUST_000199,,1637,inst_00216,browsing
2022-04-01 10:04:58,,,,,visit,1217,CUST_000200,,1638,inst_00217,browsing
2022-04-01 20:12:04,,,,,visit,1218,CUST_000053,,1639,inst_00218,browsing
2022-04-02 19:43:08,,,,,visit,1241,CUST_000201,,1672,inst_00219,browsing
2022-04-02 08:36:58,,,,,visit,1242,CUST_000202,,1673,inst_00220,browsing
2022-04-02 09:50:36,,,,,visit,1243,CUST_000203,,1674,inst_00221,browsing
2022-04-02 19:31:46,,,,,visit,1244,CUST_000204,,1675,inst_00222,browsing
2022-04-02 08:49:38,,,,,visit,1245,CUST_000205,,1676,inst_00223,browsing
2022-04-02 12:08:21,,,,,visit,1246,CUST_000206,,1677,inst_00224,browsing
2022-04-02 18:13:40,,,,,visit,1247,CUST_000207,,1678,inst_00225,browsing
2022-04-02 10:33:52,,,,,visit,1248,CUST_000208,,1679,inst_00226,browsing
2022-04-02 12:12:23,,,,,visit,1249,CUST_000209,,1680,inst_00227,browsing
2022-04-02 10:12:53,,,,,visit,1250,CUST_000210,,1681,inst_00228,browsing
2022-04-02 15:50:18,,,,,visit,1251,CUST_000053,,1682,inst_00229,browsing
2022-04-02 21:10:22,,,,,visit,1252,CUST_000122,,1683,inst_00230,browsing
2022-04-02 08:46:59,,,,,visit,1253,CUST_000134,,1684,inst_00231,browsing
2022-04-03 18:15:04,,,,,visit,1319,CUST_000211,,1756,inst_00232,browsing
2022-04-03 09:33:32,,,,,visit,1320,CUST_000212,,1757,inst_00233,browsing
2022-04-03 09:53:49,,,,,visit,1321,CUST_000213,,1758,inst_00234,browsing
2022-04-03 09:52:11,,,,,visit,1322,CUST_000214,,1759,inst_00235,browsing
2022-04-03 10:24:38,,,,,visit,1323,CUST_000215,,1760,inst_00236,browsing
2022-04-03 17:43:27,,,,,visit,1324,CUST_000044,,1761,inst_00237,browsing
2022-04-03 11:15:24,,,,,visit,1325,CUST_000072,,1762,inst_00238,browsing
2022-04-03 20:20:26,,,,,visit,1326,CUST_000122,,1763,inst_00239,browsing
2022-04-03 22:58:16,,,,,visit,1327,CUST_000134,,1764,inst_00240,browsing
2022-04-03 20:07:21,,,,,visit,1328,CUST_000139,,1765,inst_00241,browsing
2022-04-03 18:14:57,,,,,visit,1329,CUST_000147,,1766,inst_00242,browsing
2022-04-04 10:43:32,,,,,visit,1372,CUST_000216,,1815,inst_00243,browsing
2022-04-04 21:58:38,,,,,visit,1373,CUST_000217,,1816,inst_00244,browsing
2022-04-04 18:11:06,,,,,visit,1374,CUST_000218,,1817,inst_00245,browsing
2022-04-04 06:31:29,,,,,visit,1375,CUST_000219,,1818,inst_00246,browsing
2022-04-04 19:33:53,,,,,visit,1376,CUST_000220,,1819,inst_00247,browsing
2022-04-04 18:08:42,,,,,visit,1377,CUST_000221,,1820,inst_00248,browsing
2022-04-04 14:25:40,,,,,visit,1378,CUST_000072,,1821,inst_00249,browsing
2022-04-04 06:26:15,,,,,visit,1379,CUST_000122,,1822,inst_00250,browsing
2022-04-04 09:41:25,,,,,visit,1380,CUST_000147,,1823,inst_00251,browsing
2022-04-05 09:42:43,,,,,visit,1411,CUST_000222,,1866,inst_00252,browsing
2022-04-05 17:59:19,,,,,visit,1412,CUST_000223,,1867,inst_00253,browsing
2022-04-05 10:29:43,,,,,visit,1413,CUST_000224,,1868,inst_00254,browsing
2022-04-05 10:52:47,,,,,visit,1414,CUST_000225,,1869,inst_00255,browsing
2022-04-05 19:44:41,,,,,visit,1415,CUST_000226,,1870,inst_00256,browsing
2022-04-05 10:09:58,,,,,visit,1416,CUST_000227,,1871,inst_00257,browsing
2022-04-05 07:49:07,,,,,visit,1417,CUST_000228,,1872,inst_00258,browsing
2022-04-05 18:59:29,,,,,visit,1418,CUST_000229,,1873,inst_00259,browsing
2022-04-05 21:27:13,,,,,visit,1419,CUST_000230,,1874,inst_00260,browsing
2022-04-05 19:31:30,,,,,visit,1420,CUST_000231,,1875,inst_00261,browsing
2022-04-05 16:10:12,,,,,visit,1421,CUST_000232,,1876,inst_00262,browsing
2022-04-05 15:57:27,,,,,visit,1422,CUST_000233,,1877,inst_00263,browsing
2022-04-05 15:48:54,,,,,visit,1423,CUST_000009,,1878,inst_00264,browsing
2022-04-05 13:01:30,,,,,visit,1424,CUST_000072,,1879,inst_00265,browsing
2022-04-06 20:32:25,,,,,visit,1487,CUST_000234,,1945,inst_00266,browsing
2022-04-06 22:23:44,,,,,visit,1488,CUST_000235,,1946,inst_00267,browsing
2022-04-06 07:33:38,,,,,visit,1489,CUST_000044,,1947,inst_00268,browsing
2022-04-06 20:06:49,,,,,visit,1490,CUST_000072,,1948,inst_00269,browsing
2022-04-06 18:37:38,,,,,visit,1491,CUST_000122,,1949,inst_00270,browsing
2022-04-06 13:29:53,,,,,visit,1492,CUST_000148,,1950,inst_00271,browsing
2022-04-07 09:47:50,,,,,visit,1525,CUST_000236,,1990,inst_00272,browsing
2022-04-07 09:11:28,,,,,visit,1526,CUST_000237,,1991,inst_00273,browsing
2022-04-07 06:10:58,,,,,visit,1527,CUST_000238,,1992,inst_00274,browsing
2022-04-07 08:17:21,,,,,visit,1528,CUST_000239,,1993,inst_00275,browsing
2022-04-07 17:56:08,,,,,visit,1529,CUST_000240,,1994,inst_00276,browsing
2022-04-07 14:20:47,,,,,visit,1530,CUST_000241,,1995,inst_00277,browsing
2022-04-07 18:12:32,,,,,visit,1531,CUST_000242,,1996,inst_00278,browsing
2022-04-07 21:48:54,,,,,visit,1532,CUST_000053,,1997,inst_00279,browsing
2022-04-07 18:16:14,,,,,visit,1533,CUST_000134,,1998,inst_00280,browsing
2022-04-08 10:06:45,,,,,visit,1594,CUST_000243,,2069,inst_00281,browsing
2022-04-08 17:23:45,,,,,visit,1595,CUST_000244,,2070,inst_00282,browsing
2022-04-08 11:52:58,,,,,visit,1596,CUST_000245,,2071,inst_00283,browsing
2022-04-08 14:47:56,,,,,visit,1597,CUST_000246,,2072,inst_00284,browsing
2022-04-08 19:14:43,,,,,visit,1598,CUST_000247,,2073,inst_00285,browsing
2022-04-08 20:16:11,,,,,visit,1599,CUST_000248,,2074,inst_00286,browsing
2022-04-08 11:21:27,,,,,visit,1600,CUST_000249,,2075,inst_00287,browsing
2022-04-08 08:25:23,,,,,visit,1601,CUST_000250,,2076,inst_00288,browsing
2022-04-08 11:52:40,,,,,visit,1602,CUST_000251,,2077,inst_00289,browsing
2022-04-08 22:57:45,,,,,visit,1603,CUST_000252,,2078,inst_00290,browsing
2022-04-08 19:28:40,,,,,visit,1604,CUST_000134,,2079,inst_00291,browsing
2022-04-08 11:16:18,,,,,visit,1605,CUST_000147,,2080,inst_00292,browsing
2022-04-09 06:08:54,,,,,visit,1662,CUST_000253,,2141,inst_00293,browsing
2022-04-09 09:24:09,,,,,visit,1663,CUST_000254,,2142,inst_00294,browsing
2022-04-09 18:32:54,,,,,visit,1664,CUST_000255,,2143,inst_00295,browsing
2022-04-09 21:43:22,,,,,visit,1665,CUST_000009,,2144,inst_00296,browsing
2022-04-09 09:37:36,,,,,visit,1666,CUST_000072,,2145,inst_00297,browsing
2022-04-09 09:51:05,,,,,visit,1667,CUST_000134,,2146,inst_00298,browsing
2022-04-09 18:44:32,,,,,visit,1668,CUST_000192,,2147,inst_00299,browsing
2022-04-10 13:15:29,,,,,visit,1717,CUST_000256,,2201,inst_00300,browsing
2022-04-10 11:52:19,,,,,visit,1718,CUST_000257,,2202,inst_00301,browsing
2022-04-10 15:18:55,,,,,visit,1719,CUST_000258,,2203,inst_00302,browsing
2022-04-10 18:53:27,,,,,visit,1720,CUST_000259,,2204,inst_00303,browsing
2022-04-10 15:54:49,,,,,visit,1721,CUST_000009,,2205,inst_00304,browsing
2022-04-10 17:07:44,,,,,visit,1722,CUST_000044,,2206,inst_00305,browsing
2022-04-10 06:33:20,,,,,visit,1723,CUST_000139,,2207,inst_00306,browsing
2022-04-11 20:19:42,,,,,visit,1753,CUST_000260,,2242,inst_00307,browsing
2022-04-11 16:02:24,,,,,visit,1754,CUST_000261,,2243,inst_00308,browsing
2022-04-11 06:27:34,,,,,visit,1755,CUST_000262,,2244,inst_00309,browsing
2022-04-11 12:02:18,,,,,visit,1756,CUST_000263,,2245,inst_00310,browsing
2022-04-11 12:06:51,,,,,visit,1757,CUST_000264,,2246,inst_00311,browsing
2022-04-11 12:09:43,,,,,visit,1758,CUST_000044,,2247,inst_00312,browsing
2022-04-11 14:18:11,,,,,visit,1759,CUST_000053,,2248,inst_00313,browsing
2022-04-11 19:33:10,,,,,visit,1760,CUST_000139,,2249,inst_00314,browsing
2022-04-12 11:56:01,,,,,visit,1794,CUST_000265,,2290,inst_00315,browsing
2022-04-12 13:59:10,,,,,visit,1795,CUST_000266,,2291,inst_00316,browsing
2022-04-12 11:10:33,,,,,visit,1796,CUST_000267,,2292,inst_00317,browsing
2022-04-12 09:50:39,,,,,visit,1797,CUST_000268,,2293,inst_00318,browsing
2022-04-12 14:31:45,,,,,visit,1798,CUST_000269,,2294,inst_00319,browsing
2022-04-12 18:43:26,,,,,visit,1799,CUST_000270,,2295,inst_00320,browsing
2022-04-12 20:07:43,,,,,visit,1800,CUST_000122,,2296,inst_00321,browsing
