decision_id,timestamp,actor_type,actor_id,entity_type,entity_id,event_sequence,journey_type,journey_instance_id,journey_state
537,2022-03-17 18:52:28,customer,CUST_000096,,,843,shopping,inst_00095,browsing
540,2022-03-17 06:32:24,customer,CUST_000097,,,846,shopping,inst_00096,browsing
550,2022-03-18 18:19:58,customer,CUST_000044,,,862,shopping,inst_00104,browsing
552,2022-03-18 18:32:48,customer,CUST_000044,,,864,shopping,inst_00104,considering
558,2022-03-18 13:03:21,customer,CUST_000098,,,870,shopping,inst_00098,considering
561,2022-03-18 13:56:10,customer,CUST_000099,,,873,shopping,inst_00099,browsing
564,2022-03-18 14:13:17,customer,CUST_000099,,,876,shopping,inst_00099,considering
567,2022-03-18 14:19:30,customer,CUST_000099,,,879,shopping,inst_00099,checkout
573,2022-03-18 17:31:18,customer,CUST_000100,,,886,shopping,inst_00100,browsing
576,2022-03-18 17:34:18,customer,CUST_000100,,,889,shopping,inst_00100,browsing
579,2022-03-18 17:37:18,customer,CUST_000100,,,892,shopping,inst_00100,browsing
582,2022-03-18 17:40:18,customer,CUST_000100,,,895,shopping,inst_00100,browsing
585,2022-03-18 17:44:49,customer,CUST_000100,,,898,shopping,inst_00100,browsing
586,2022-03-18 17:48:24,customer,CUST_000100,,,899,shopping,inst_00100,browsing
589,2022-03-18 17:51:24,customer,CUST_000100,,,902,shopping,inst_00100,browsing
591,2022-03-18 17:54:24,customer,CUST_000100,,,904,shopping,inst_00100,browsing
592,2022-03-18 17:57:52,customer,CUST_000100,,,905,shopping,inst_00100,browsing
612,2022-03-19 18:22:32,customer,CUST_000009,,,934,shopping,inst_00114,browsing
616,2022-03-19 21:42:21,customer,CUST_000104,,,938,shopping,inst_00105,browsing
619,2022-03-19 06:46:27,customer,CUST_000105,,,941,shopping,inst_00106,browsing
623,2022-03-19 18:33:11,customer,CUST_000106,,,945,shopping,inst_00107,browsing
627,2022-03-19 16:24:13,customer,CUST_000107,,,949,shopping,inst_00108,browsing
630,2022-03-19 16:27:13,customer,CUST_000107,,,952,shopping,inst_00108,browsing
633,2022-03-19 20:52:22,customer,CUST_000108,,,955,shopping,inst_00109,browsing
635,2022-03-19 15:23:25,customer,CUST_000109,,,957,shopping,inst_00110,considering
636,2022-03-19 19:54:41,customer,CUST_000111,,,958,shopping,inst_00112,browsing
639,2022-03-19 19:57:41,customer,CUST_000111,,,961,shopping,inst_00112,browsing
642,2022-03-19 20:00:41,customer,CUST_000111,,,964,shopping,inst_00112,browsing
656,2022-03-20 22:38:52,customer,CUST_000114,,,985,shopping,inst_00116,browsing
659,2022-03-20 13:19:10,customer,CUST_000115,,,988,shopping,inst_00117,browsing
663,2022-03-20 20:34:22,customer,CUST_000116,,,992,shopping,inst_00118,browsing
666,2022-03-20 08:59:56,customer,CUST_000117,,,995,shopping,inst_00119,considering
681,2022-03-21 13:07:58,customer,CUST_000044,,,1015,shopping,inst_00127,considering
682,2022-03-21 13:19:21,customer,CUST_000044,,,1016,shopping,inst_00127,checkout
687,2022-03-21 21:11:34,customer,CUST_000053,,,1022,shopping,inst_00128,browsing
689,2022-03-21 21:20:23,customer,CUST_000053,,,1024,shopping,inst_00128,considering
693,2022-03-21 22:06:25,customer,CUST_000121,,,1028,shopping,inst_00123,browsing
694,2022-03-21 22:09:47,customer,CUST_000121,,,1029,shopping,inst_00123,browsing
696,2022-03-21 22:25:38,customer,CUST_000121,,,1031,shopping,inst_00123,considering
700,2022-03-21 19:37:43,customer,CUST_000122,,,1035,shopping,inst_00124,considering
701,2022-03-21 19:42:43,customer,CUST_000122,,,1036,shopping,inst_00124,checkout
703,2022-03-21 19:44:43,customer,CUST_000122,,,1039,shopping,inst_00124,purchased
707,2022-03-21 17:50:23,customer,CUST_000123,,,1043,shopping,inst_00125,considering
708,2022-03-21 17:55:23,customer,CUST_000123,,,1044,shopping,inst_00125,checkout
713,2022-03-21 10:23:26,customer,CUST_000124,,,1050,shopping,inst_00126,browsing
715,2022-03-21 10:35:21,customer,CUST_000124,,,1052,shopping,inst_00126,considering
726,2022-03-22 08:52:30,customer,CUST_000053,,,1068,shopping,inst_00134,browsing
728,2022-03-22 08:55:30,customer,CUST_000053,,,1070,shopping,inst_00134,browsing
731,2022-03-22 09:09:48,customer,CUST_000053,,,1073,shopping,inst_00134,browsing
734,2022-03-22 09:12:48,customer,CUST_000053,,,1076,shopping,inst_00134,browsing
739,2022-03-22 10:05:26,customer,CUST_000125,,,1081,shopping,inst_00129,considering
745,2022-03-22 11:59:44,customer,CUST_000126,,,1087,shopping,inst_00130,browsing
747,2022-03-22 12:02:44,customer,CUST_000126,,,1089,shopping,inst_00130,considering
753,2022-03-22 17:07:29,customer,CUST_000127,,,1095,shopping,inst_00131,browsing
756,2022-03-22 17:10:29,customer,CUST_000127,,,1098,shopping,inst_00131,browsing
758,2022-03-22 17:15:04,customer,CUST_000127,,,1100,shopping,inst_00131,considering
763,2022-03-22 18:11:04,customer,CUST_000129,,,1105,shopping,inst_00133,browsing
765,2022-03-22 18:14:04,customer,CUST_000129,,,1107,shopping,inst_00133,browsing
768,2022-03-22 18:21:49,customer,CUST_000129,,,1110,shopping,inst_00133,browsing
771,2022-03-22 18:24:49,customer,CUST_000129,,,1113,shopping,inst_00133,browsing
788,2022-03-23 09:54:50,customer,CUST_000132,,,1137,shopping,inst_00138,browsing
790,2022-03-23 09:59:39,customer,CUST_000132,,,1139,shopping,inst_00138,browsing
794,2022-03-23 18:52:40,customer,CUST_000134,,,1143,shopping,inst_00140,browsing
796,2022-03-23 18:55:40,customer,CUST_000134,,,1145,shopping,inst_00140,browsing
798,2022-03-23 18:58:40,customer,CUST_000134,,,1147,shopping,inst_00140,browsing
800,2022-03-23 19:08:00,customer,CUST_000134,,,1149,shopping,inst_00140,considering
801,2022-03-23 19:25:25,customer,CUST_000134,,,1150,shopping,inst_00140,checkout
805,2022-03-23 19:31:44,customer,CUST_000134,,,1155,shopping,inst_00140,purchased
808,2022-03-23 18:50:29,customer,CUST_000136,,,1158,shopping,inst_00142,considering
826,2022-03-24 15:19:39,customer,CUST_000137,,,1187,shopping,inst_00144,considering
831,2022-03-24 14:06:38,customer,CUST_000139,,,1192,shopping,inst_00146,considering
835,2022-03-24 14:11:38,customer,CUST_000139,,,1196,shopping,inst_00146,checkout
838,2022-03-24 14:13:38,customer,CUST_000139,,,1200,shopping,inst_00146,purchased
843,2022-03-24 11:36:54,customer,CUST_000141,,,1205,shopping,inst_00148,browsing
846,2022-03-24 06:57:21,customer,CUST_000142,,,1208,shopping,inst_00149,browsing
849,2022-03-24 07:00:21,customer,CUST_000142,,,1211,shopping,inst_00149,browsing
852,2022-03-24 07:08:41,customer,CUST_000142,,,1214,shopping,inst_00149,considering
856,2022-03-24 07:13:41,customer,CUST_000142,,,1218,shopping,inst_00149,checkout
862,2022-03-24 13:03:16,customer,CUST_000143,,,1225,shopping,inst_00150,considering
866,2022-03-24 13:13:17,customer,CUST_000143,,,1229,shopping,inst_00150,checkout
868,2022-03-24 13:18:26,customer,CUST_000143,,,1231,shopping,inst_00150,purchased
874,2022-03-24 12:22:04,customer,CUST_000146,,,1237,shopping,inst_00153,considering
877,2022-03-24 12:27:04,customer,CUST_000146,,,1240,shopping,inst_00153,checkout
878,2022-03-24 12:29:04,customer,CUST_000146,,,1241,shopping,inst_00153,purchased
882,2022-03-24 19:01:37,customer,CUST_000147,,,1245,shopping,inst_00154,browsing
884,2022-03-24 19:04:37,customer,CUST_000147,,,1247,shopping,inst_00154,browsing
887,2022-03-24 19:27:56,customer,CUST_000147,,,1250,shopping,inst_00154,considering
888,2022-03-24 19:38:32,customer,CUST_000147,,,1251,shopping,inst_00154,checkout
892,2022-03-24 19:40:43,customer,CUST_000147,,,1256,shopping,inst_00154,purchased
907,2022-03-25 19:56:25,customer,CUST_000009,,,1280,shopping,inst_00166,browsing
909,2022-03-25 20:13:16,customer,CUST_000009,,,1282,shopping,inst_00166,considering
913,2022-03-25 20:23:13,customer,CUST_000009,,,1286,shopping,inst_00166,checkout
918,2022-03-25 16:04:57,customer,CUST_000053,,,1292,shopping,inst_00167,browsing
923,2022-03-25 17:18:39,customer,CUST_000072,,,1297,shopping,inst_00168,considering
927,2022-03-25 16:05:32,customer,CUST_000148,,,1301,shopping,inst_00157,considering
929,2022-03-25 16:13:34,customer,CUST_000148,,,1303,shopping,inst_00157,checkout
932,2022-03-25 16:15:34,customer,CUST_000148,,,1307,shopping,inst_00157,purchased
935,2022-03-25 06:54:36,customer,CUST_000149,,,1310,shopping,inst_00158,browsing
939,2022-03-25 22:19:20,customer,CUST_000150,,,1314,shopping,inst_00159,browsing
941,2022-03-25 22:22:20,customer,CUST_000150,,,1316,shopping,inst_00159,browsing
943,2022-03-25 22:25:20,customer,CUST_000150,,,1318,shopping,inst_00159,browsing
946,2022-03-25 22:28:20,customer,CUST_000150,,,1321,shopping,inst_00159,browsing
948,2022-03-25 22:31:20,customer,CUST_000150,,,1323,shopping,inst_00159,browsing
952,2022-03-25 18:52:23,customer,CUST_000151,,,1327,shopping,inst_00160,browsing
955,2022-03-25 10:03:44,customer,CUST_000153,,,1330,shopping,inst_00162,browsing
957,2022-03-25 16:22:40,customer,CUST_000155,,,1332,shopping,inst_00164,browsing
959,2022-03-25 16:26:47,customer,CUST_000155,,,1334,shopping,inst_00164,browsing
961,2022-03-25 16:29:47,customer,CUST_000155,,,1336,shopping,inst_00164,browsing
965,2022-03-25 17:19:44,customer,CUST_000156,,,1340,shopping,inst_00165,browsing
980,2022-03-26 09:53:47,customer,CUST_000157,,,1364,shopping,inst_00169,considering
983,2022-03-26 10:29:22,customer,CUST_000159,,,1367,shopping,inst_00171,browsing
986,2022-03-26 10:32:22,customer,CUST_000159,,,1370,shopping,inst_00171,browsing
989,2022-03-26 17:19:13,customer,CUST_000160,,,1373,shopping,inst_00172,browsing
991,2022-03-26 17:23:58,customer,CUST_000160,,,1375,shopping,inst_00172,browsing
993,2022-03-26 17:26:58,customer,CUST_000160,,,1377,shopping,inst_00172,considering
997,2022-03-26 09:54:14,customer,CUST_000161,,,1381,shopping,inst_00173,considering
1001,2022-03-26 19:11:03,customer,CUST_000162,,,1385,shopping,inst_00174,considering
1005,2022-03-26 19:36:52,customer,CUST_000162,,,1389,shopping,inst_00174,checkout
1011,2022-03-26 19:28:52,customer,CUST_000164,,,1396,shopping,inst_00176,browsing
1014,2022-03-26 20:39:51,customer,CUST_000165,,,1399,shopping,inst_00177,considering
1030,2022-03-27 12:53:26,customer,CUST_000044,,,1425,shopping,inst_00189,browsing
1032,2022-03-27 12:56:26,customer,CUST_000044,,,1427,shopping,inst_00189,browsing
1034,2022-03-27 12:59:26,customer,CUST_000044,,,1429,shopping,inst_00189,browsing
1036,2022-03-27 13:02:26,customer,CUST_000044,,,1431,shopping,inst_00189,browsing
1039,2022-03-27 13:05:26,customer,CUST_000044,,,1434,shopping,inst_00189,browsing
1040,2022-03-27 13:08:26,customer,CUST_000044,,,1435,shopping,inst_00189,browsing
1042,2022-03-27 13:11:26,customer,CUST_000044,,,1437,shopping,inst_00189,browsing
1044,2022-03-27 13:14:26,customer,CUST_000044,,,1439,shopping,inst_00189,browsing
1049,2022-03-27 07:25:54,customer,CUST_000166,,,1444,shopping,inst_00179,browsing
1051,2022-03-27 07:28:54,customer,CUST_000166,,,1446,shopping,inst_00179,considering
1059,2022-03-27 15:26:23,customer,CUST_000168,,,1454,shopping,inst_00181,browsing
1063,2022-03-27 16:40:55,customer,CUST_000169,,,1458,shopping,inst_00182,browsing
1069,2022-03-27 16:01:35,customer,CUST_000171,,,1464,shopping,inst_00184,browsing
1072,2022-03-27 20:02:47,customer,CUST_000172,,,1467,shopping,inst_00185,browsing
1076,2022-03-27 17:52:02,customer,CUST_000173,,,1471,shopping,inst_00186,browsing
1078,2022-03-27 18:40:45,customer,CUST_000173,,,1473,shopping,inst_00186,considering
1081,2022-03-27 15:30:39,customer,CUST_000174,,,1476,shopping,inst_00187,browsing
1085,2022-03-27 17:39:30,customer,CUST_000175,,,1480,shopping,inst_00188,browsing
1088,2022-03-27 17:42:30,customer,CUST_000175,,,1483,shopping,inst_00188,browsing
1100,2022-03-28 09:15:21,customer,CUST_000044,,,1504,shopping,inst_00199,considering
1107,2022-03-28 15:49:42,customer,CUST_000177,,,1511,shopping,inst_00191,browsing
1109,2022-03-28 15:57:06,customer,CUST_000177,,,1513,shopping,inst_00191,considering
1114,2022-03-28 15:54:22,customer,CUST_000178,,,1518,shopping,inst_00192,browsing
1118,2022-03-28 15:38:22,customer,CUST_000179,,,1522,shopping,inst_00193,considering
1122,2022-03-28 18:03:00,customer,CUST_000180,,,1526,shopping,inst_00194,browsing
1125,2022-03-28 18:06:00,customer,CUST_000180,,,1529,shopping,inst_00194,browsing
1128,2022-03-28 18:09:00,customer,CUST_000180,,,1532,shopping,inst_00194,browsing
1132,2022-03-28 18:01:09,customer,CUST_000181,,,1536,shopping,inst_00195,browsing
1135,2022-03-28 11:52:59,customer,CUST_000182,,,1539,shopping,inst_00196,browsing
1136,2022-03-28 11:56:40,customer,CUST_000182,,,1540,shopping,inst_00196,browsing
1139,2022-03-28 12:02:24,customer,CUST_000182,,,1543,shopping,inst_00196,browsing
1156,2022-03-29 22:17:35,customer,CUST_000186,,,1567,shopping,inst_00201,browsing
1157,2022-03-29 22:23:16,customer,CUST_000186,,,1568,shopping,inst_00201,browsing
1159,2022-03-29 22:26:16,customer,CUST_000186,,,1570,shopping,inst_00201,browsing
1162,2022-03-29 14:30:23,customer,CUST_000188,,,1573,shopping,inst_00203,browsing
1167,2022-03-29 13:33:33,customer,CUST_000189,,,1578,shopping,inst_00204,considering
1170,2022-03-29 14:47:19,customer,CUST_000191,,,1581,shopping,inst_00206,considering
1179,2022-03-30 09:38:47,customer,CUST_000009,,,1593,shopping,inst_00211,considering
1182,2022-03-30 10:46:44,customer,CUST_000192,,,1596,shopping,inst_00208,browsing
1184,2022-03-30 10:50:10,customer,CUST_000192,,,1598,shopping,inst_00208,considering
1187,2022-03-30 10:55:10,customer,CUST_000192,,,1601,shopping,inst_00208,checkout
1189,2022-03-30 10:59:26,customer,CUST_000192,,,1604,shopping,inst_00208,purchased
1193,2022-03-30 06:45:11,customer,CUST_000193,,,1608,shopping,inst_00209,browsing
1196,2022-03-30 06:48:11,customer,CUST_000193,,,1611,shopping,inst_00209,browsing
1205,2022-03-31 18:45:55,customer,CUST_000195,,,1624,shopping,inst_00212,considering
1207,2022-03-31 18:50:55,customer,CUST_000195,,,1626,shopping,inst_00212,checkout
1210,2022-03-31 19:13:19,customer,CUST_000196,,,1629,shopping,inst_00213,browsing
1214,2022-03-31 17:41:05,customer,CUST_000197,,,1633,shopping,inst_00214,considering
1219,2022-04-01 20:15:44,customer,CUST_000053,,,1640,shopping,inst_00218,browsing
1222,2022-04-01 20:19:07,customer,CUST_000053,,,1643,shopping,inst_00218,browsing
1224,2022-04-01 20:22:07,customer,CUST_000053,,,1645,shopping,inst_00218,browsing
1227,2022-04-01 20:25:07,customer,CUST_000053,,,1648,shopping,inst_00218,browsing
1230,2022-04-01 20:29:04,customer,CUST_000053,,,1651,shopping,inst_00218,browsing
1231,2022-04-01 20:32:04,customer,CUST_000053,,,1652,shopping,inst_00218,browsing
1232,2022-04-01 20:35:04,customer,CUST_000053,,,1653,shopping,inst_00218,browsing
1234,2022-04-01 20:38:04,customer,CUST_000053,,,1655,shopping,inst_00218,browsing
1238,2022-04-01 06:30:48,customer,CUST_000199,,,1659,shopping,inst_00216,browsing
1239,2022-04-01 06:33:48,customer,CUST_000199,,,1660,shopping,inst_00216,browsing
1254,2022-04-02 15:53:18,customer,CUST_000053,,,1685,shopping,inst_00229,browsing
1259,2022-04-02 21:13:22,customer,CUST_000122,,,1690,shopping,inst_00230,browsing
1262,2022-04-02 09:39:11,customer,CUST_000134,,,1693,shopping,inst_00231,considering
1263,2022-04-02 09:48:49,customer,CUST_000134,,,1694,shopping,inst_00231,checkout
1267,2022-04-02 08:39:58,customer,CUST_000202,,,1698,shopping,inst_00220,browsing
1272,2022-04-02 19:34:46,customer,CUST_000204,,,1703,shopping,inst_00222,browsing
1274,2022-04-02 19:37:46,customer,CUST_000204,,,1705,shopping,inst_00222,browsing
